number of bedrooms,number of bathrooms,living area,lot area,number of floors,number of views,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,Number of schools nearby,Distance from the airport,Price
5,2.75,3390,5211,2,0,3390,0,2004,0,122020,52.8277,-114.171,3210,1,54,735000
3,2.5,2330,1987,2,4,1410,920,2004,0,122026,52.9035,-114.595,2640,1,63,732000
3,2,1840,4750,1,0,1010,830,1951,0,122007,52.9162,-114.585,1760,2,73,730001
4,2.5,2740,12899,2,0,2740,0,1990,0,122020,52.8111,-114.218,2830,1,50,725000
3,1.5,2500,4774,1.5,2,1450,1050,1940,0,122026,52.8867,-114.548,1300,3,72,725000
2,2.5,2160,5581,1,0,2160,0,2002,0,122045,52.9317,-114.213,2315,1,73,715000
4,3,3000,4000,1.5,3,1970,1030,1913,2014,122054,52.8044,-114.497,1900,2,66,688000
3,2.5,2810,7700,2,0,2810,0,2001,0,122027,52.7764,-114.381,2910,2,69,685000
3,2.5,2540,7680,2,1,2540,0,1940,2001,122050,52.9475,-114.554,2490,1,76,675000
3,3.5,2710,3475,2,0,1650,1060,2005,0,122012,52.7659,-114.262,2440,3,72,627000
3,2.25,2370,217800,2,0,2370,0,1979,0,122045,52.8664,-114.174,3100,3,79,587000
3,1.75,1850,7735,1,0,1850,0,1983,0,122012,52.7908,-114.272,2220,3,58,585000
3,1.75,1930,36210,1,0,1930,0,1977,0,122021,52.9992,-114.318,1930,1,69,570000
5,4.5,4850,40902,2,0,4850,0,2001,0,122018,52.5481,-114.534,1640,1,79,569950
4,4.25,1960,3565,2,0,1960,0,1940,2003,122009,52.8149,-114.574,1920,2,74,540000
2,1,1040,5527,1,0,1040,0,1951,0,122006,52.9074,-114.474,2080,1,75,535000
4,2.5,2340,5600,2,0,2340,0,1921,2013,122052,52.7417,-114.569,1310,3,60,535000
3,1,1210,3328,1.5,0,1210,0,1924,0,122026,52.9029,-114.553,1640,2,71,529000
3,1.75,2310,78844,1,0,1760,550,1977,0,122012,52.7706,-114.256,2830,1,58,527500
5,3,2750,3800,1.5,0,1750,1000,1926,0,122006,52.9145,-114.503,1900,1,72,525000
4,2.5,3200,6473,2,0,3200,0,2005,0,122015,52.7312,-114.34,2480,1,66,515000
3,2.25,1760,4539,2,0,1760,0,1988,0,122011,52.8054,-114.203,1960,3,51,500000
3,3.5,1820,1501,2,0,1430,390,2014,0,122054,52.826,-114.488,1550,3,79,499950
4,2.25,1940,9144,1,0,1430,510,1956,0,122030,52.8242,-114.325,1460,2,75,495000
3,2.5,1750,1548,3,0,1750,0,2013,0,122051,52.7832,-114.472,1750,1,50,495000
3,2.5,1590,2550,3,0,1590,0,1985,0,122007,52.9072,-114.583,1260,1,67,488000
3,1,1150,4945,1,2,1150,0,1943,0,122064,52.7963,-114.569,1390,2,72,480000
4,2.75,1720,6270,2,0,1720,0,1978,0,122051,52.7758,-114.458,2130,1,58,477000
3,2,1230,11502,1,0,1230,0,1984,0,122005,52.9317,-114.317,1660,1,77,475000
4,3.5,3400,234352,2,0,2500,900,1991,0,122069,52.6635,-114.639,1300,2,79,475000
2,1,1160,6000,1,0,860,300,1942,0,122006,52.92,-114.482,1330,3,70,468000
3,2,1560,8640,1,0,1560,0,1967,0,122033,52.9594,-114.376,1970,3,70,465000
3,3.5,1600,1431,2,0,1240,360,2006,0,122007,52.9165,-114.553,1500,3,80,460000
3,1.75,1840,4030,1,0,1050,790,1925,0,122059,52.7849,-114.501,1840,3,61,457500
3,2.5,2420,8252,2,0,2420,0,1998,0,122008,52.7682,-114.061,2420,3,79,455600
3,2,1460,10311,1,0,1460,0,1975,0,122005,52.9071,-114.346,1690,3,73,455500
4,3.25,2510,5311,2,0,2510,0,2009,0,122053,52.7328,-114.36,1590,3,59,450800
4,2.5,2520,8515,2,0,2520,0,1999,0,122055,52.9533,-114.149,2130,3,67,450000
3,2.5,1870,5449,2,0,1870,0,2003,0,122017,52.9857,-114.41,2000,1,75,445830
3,1.75,1650,12940,1,0,1650,0,1961,0,122058,52.9929,-114.458,2830,1,67,438000
3,1,1270,4000,1.5,2,1270,0,1928,0,122064,52.7995,-114.566,1560,2,80,435000
2,1,920,3780,1,0,920,0,1910,0,122028,52.8876,-114.538,1570,3,78,427000
3,2.25,1950,8868,1,0,1350,600,1964,0,122014,52.9838,-114.502,1300,1,59,415000
5,1.5,1900,10226,1,0,1130,770,1961,0,122033,52.9526,-114.417,1690,3,60,415000
3,1.75,1980,8100,1,0,1310,670,1949,0,122038,52.9653,-114.521,1450,1,63,405000
2,1,910,6490,1,0,910,0,1942,0,122006,52.9192,-114.496,1040,2,62,405000
2,1,1470,6120,1,0,1470,0,1940,0,122006,52.9214,-114.477,1840,3,54,400000
3,3,1296,1051,3,0,1296,0,2009,0,122022,52.9475,-114.474,1520,2,72,399950
4,2.5,2870,9292,2,0,2540,330,1979,0,122046,52.6822,-114.313,2590,2,54,399000
5,2,2330,10750,1,0,1190,1140,1962,0,122058,52.9625,-114.435,1830,2,73,389000
3,1.75,1440,8775,1,0,1440,0,1973,0,122033,52.9531,-114.36,1790,3,64,375000
3,1.5,2000,7294,1,0,1520,480,1965,0,122051,52.7597,-114.457,2000,2,60,375000
2,2.25,1280,835,2,0,1080,200,2009,0,122051,52.7892,-114.474,1280,2,74,370000
3,1,1050,9206,1.5,0,1050,0,1954,0,122022,52.9371,-114.491,1380,1,76,360000
3,1,1570,9467,1,0,1570,0,1954,0,122050,52.9983,-114.549,1570,1,51,360000
4,2.25,1810,4970,2,0,1810,0,2003,0,122015,52.7303,-114.346,1810,3,79,355000
2,1.5,1180,844,2,0,990,190,2005,0,122054,52.8298,-114.49,1170,2,80,345000
4,2,2330,6250,1,0,1400,930,1941,0,122065,52.6082,-114.418,2050,2,52,344950
4,1,1360,13372,1,0,1360,0,1955,0,122058,52.9922,-114.453,1540,1,54,330000
3,1,1600,5952,1,0,1150,450,1964,0,122034,52.7592,-114.552,1460,2,61,329000
3,1,1810,12375,2,0,1810,0,1970,0,122021,52.9727,-114.362,1420,1,74,326500
2,1,880,7683,1,0,880,0,1942,0,122050,52.9445,-114.551,1370,3,79,326100
3,1.75,1780,13095,1,0,1780,0,1983,0,122035,52.597,-114.342,2750,1,62,325000
3,1.75,1320,6205,1,0,1320,0,1948,0,122038,52.9712,-114.533,1210,3,52,313000
4,2.5,1630,4473,2,0,1630,0,2003,0,122024,52.5846,-114.205,1830,2,74,312900
3,1.5,1255,1374,3,0,1255,0,2004,0,122022,52.9445,-114.501,1307,2,73,312000
4,1,2100,9288,1,0,1050,1050,1968,0,122046,52.6858,-114.361,1600,1,78,305000
3,1,900,7500,1,0,900,0,1972,0,122033,52.9614,-114.427,1960,2,57,304000
5,1,1410,6400,1,0,960,450,1955,0,122043,52.6507,-114.524,1400,1,80,295832
4,2.5,3250,235063,1,2,3250,0,1973,0,122023,52.4882,-114.303,1600,2,67,293000
5,3,2840,7199,1,0,1710,1130,2003,0,122063,52.7365,-114.465,2210,3,55,292050
4,2.5,1982,6406,2,0,1982,0,2004,0,122065,52.5936,-114.382,2340,3,54,283200
3,2.5,1680,15711,1,0,1240,440,1994,0,122067,52.653,-114.361,1420,3,60,282000
3,1,1200,6250,1,0,920,280,1943,0,122056,52.7395,-114.521,1280,2,77,280000
3,1.75,1670,7415,1,0,1320,350,1987,0,122035,52.6076,-114.306,1650,1,60,274950
4,2,1930,6600,1,0,1030,900,1967,0,122056,52.712,-114.522,1220,1,54,268000
3,2.5,1440,7741,1,0,1000,440,1983,0,122067,52.6342,-114.384,1680,2,73,265000
3,2.5,1658,2700,2,0,1658,0,2014,0,122043,52.5967,-114.497,1658,1,65,263900
3,2,1630,8018,1,0,1630,0,2003,0,122039,52.4938,-114.433,1610,2,80,260000
3,1,960,8100,1,0,960,0,1955,0,122014,53.0066,-114.497,1120,3,54,255000
3,1,910,5250,1,0,910,0,1971,0,122031,52.7029,-114.542,1650,1,55,244000
4,2.5,1720,9600,1,0,1120,600,1961,0,122023,52.5217,-114.378,1520,2,62,200000
2,1,1180,9350,1,0,1180,0,1918,0,122063,52.7189,-114.449,1780,3,54,160000
4,3,4260,18000,2,2,4260,0,2000,0,122057,52.7655,-114.43,3540,2,51,2000000
8,3.5,4440,6480,2,3,3140,1300,1959,0,122047,52.861,-114.493,4440,2,55,1970000
4,3.25,2980,7000,2,3,2140,840,1900,2014,122054,52.8233,-114.482,2200,3,53,1400000
4,3.25,4700,9160,1,4,2520,2180,2005,0,122009,52.8044,-114.596,2240,3,77,1400000
4,2.5,3240,10800,1,0,2260,980,1946,0,122004,52.9009,-114.452,3490,1,55,1290000
4,2.75,3650,6982,2,2,2530,1120,1951,2003,122006,52.9056,-114.465,3140,2,50,1210000
3,2.5,1970,23180,1,4,1100,870,1937,1998,122016,52.7795,-114.588,3030,2,60,1180000
2,1.75,2050,11900,1,0,2050,0,1950,0,122048,52.8509,-114.409,2980,1,74,1100000
7,4,3150,34830,1,0,3150,0,1957,2005,122030,52.8329,-114.337,2390,2,70,999000
6,2.75,3610,17580,1,4,2070,1540,1959,0,122020,52.8039,-114.259,2890,2,59,968000
4,2.25,2410,4560,2,2,1800,610,1929,0,122007,52.9096,-114.592,2150,3,54,960000
3,2.5,2690,7000,2,0,1840,850,1943,0,122006,52.9084,-114.467,1800,3,53,925000
6,2.75,2300,24773,1.5,0,2300,0,1950,1985,122057,52.8133,-114.432,2720,3,72,900000
5,1.5,2680,28014,1,0,1450,1230,1963,0,122048,52.8648,-114.386,2900,1,67,898000
3,2.75,2280,4280,1,0,1280,1000,1917,0,122028,52.8985,-114.525,1650,2,50,875000
3,2,2520,5400,1.5,0,1410,1110,1906,0,122003,52.8665,-114.551,1960,1,62,840500
4,2.75,3040,2800,2,0,2100,940,1906,2014,122013,52.8545,-114.517,1260,1,60,840000
4,2.5,3420,8405,2,0,3420,0,2000,0,122019,52.8628,-114.254,3230,3,71,840000
4,1.75,2330,4000,2,0,1300,1030,1924,0,122004,52.896,-114.479,2040,1,59,840000
3,2.5,2510,5503,2,2,2510,0,1995,0,122016,52.7719,-114.573,1790,2,67,820000
4,2.25,2000,3800,2,0,2000,0,2001,0,122006,52.9152,-114.501,1610,2,76,815000
4,3,2580,209523,2,0,2580,0,1984,0,122045,52.9232,-114.196,3440,3,67,799000
4,3.5,3910,8095,2,0,3130,780,2007,0,122011,52.7888,-114.226,3770,3,59,782000
3,1.75,1490,9800,1,0,1140,350,1947,0,122048,52.814,-114.388,2310,1,66,745000
2,1.75,2080,4800,1,0,1080,1000,1923,0,122007,52.9196,-114.552,1310,1,80,740000
4,2.25,2920,46355,2,0,2920,0,1998,0,122036,52.799,-114.152,2310,1,79,740000
3,2.5,2810,5400,2,0,2810,0,2005,0,122005,52.9365,-114.308,2870,1,76,739000
2,1.75,2320,5500,1.5,2,1720,600,1925,2000,122054,52.816,-114.482,2380,2,77,700000
4,3.5,4490,5099,2,0,3390,1100,2006,0,122008,52.7694,-114.051,4290,1,56,700000
4,2.5,3150,7277,2,0,3150,0,2006,0,122053,52.7459,-114.392,3030,1,79,681716
3,1,1700,6356,1.5,0,1700,0,1907,0,122051,52.7977,-114.471,2080,3,67,681000
3,2.5,2190,10370,2,0,2190,0,1987,0,122019,52.8518,-114.22,2470,2,70,665000
4,2.5,2990,5669,2,0,2990,0,2003,0,122019,52.8419,-114.201,3110,1,64,655000
3,2.5,2300,5500,1.5,0,2000,300,1921,0,122054,52.8085,-114.483,2100,1,79,635000
4,2.5,2740,43101,2,0,2740,0,1993,0,122037,52.9949,-114.239,2740,2,66,630000
3,2.25,2180,7741,2,0,2180,0,1986,0,122019,52.8782,-114.262,2300,1,52,621138
4,2,2510,38141,1,0,2510,0,1960,0,122033,52.9519,-114.448,3180,2,75,600000
3,1.75,1580,7416,1,0,1150,430,1967,0,122049,52.8356,-114.363,1730,1,67,600000
4,2.75,2020,2750,1,0,1010,1010,1917,2014,122044,52.8353,-114.481,1840,2,70,599000
3,2,1650,6150,2,0,1650,0,1926,1993,122009,52.8013,-114.584,1280,2,55,590000
3,1,1110,6000,1.5,0,1110,0,1932,0,122032,52.8796,-114.593,1420,3,55,589000
5,2,1940,6000,1,0,970,970,1945,0,122006,52.9175,-114.477,1700,1,50,580000
7,4.5,4140,9066,1,0,2070,2070,1978,0,122022,52.9602,-114.481,1440,3,78,565000
3,2.5,3160,4270,2,0,2650,510,2006,0,122017,52.9753,-114.384,2720,3,72,555000
4,1,1660,34848,1,0,930,730,1933,0,122005,52.8921,-114.322,2160,2,54,550000
4,2.5,2230,10414,1,0,1450,780,1974,0,122020,52.8116,-114.19,1960,3,67,544500
3,2.5,1550,12920,2,0,1550,0,1999,0,122010,52.9273,-114.384,2610,3,63,537000
3,2.5,1720,4006,2,0,1720,0,1994,0,122011,52.799,-114.197,1780,1,64,535000
4,2.5,2680,7178,2,0,2680,0,2004,0,122008,52.7625,-114.046,2540,1,71,515000
3,1.75,1400,4000,1,0,870,530,1951,0,122007,52.9213,-114.571,1400,1,74,510250
4,1.5,2040,8800,1,0,1020,1020,1961,0,122030,52.8265,-114.329,1490,1,73,510000
4,2.5,2798,4473,2,0,2798,0,2012,0,122042,52.6595,-114.395,2358,1,52,499950
4,2.5,2360,4367,2,0,2360,0,2003,0,122017,53.0031,-114.357,2360,3,70,490000
3,2,1980,12150,1,0,1980,0,1994,0,122035,52.5957,-114.342,2200,2,75,479900
2,3.25,1400,1243,3,0,1400,0,2000,0,122028,52.8834,-114.543,1400,1,67,474800
6,3.25,4250,23326,1,3,2150,2100,1967,0,122040,52.57,-114.517,3370,1,50,465000
3,2.25,1840,5752,2,0,1840,0,2003,0,122033,52.9342,-114.377,1670,2,56,465000
4,3,2230,52983,2,0,2230,0,1991,0,122065,52.5877,-114.385,2060,1,54,460000
3,1,1100,4600,1,0,1100,0,1917,0,122009,52.7986,-114.575,1200,3,68,450000
3,1.75,1610,6480,1,0,1610,0,1947,0,122022,52.9437,-114.497,1230,3,74,438750
3,1.75,1980,5100,1,0,1270,710,1965,0,122028,52.9211,-114.537,1400,3,77,432500
3,3.75,3890,7140,1,2,2390,1500,1943,2007,122063,52.7373,-114.429,1820,1,73,430000
2,1.75,1350,6315,1,0,1350,0,2005,0,122045,52.9441,-114.222,1665,2,72,429000
4,2.75,1680,9545,1,0,1080,600,1979,0,122058,52.969,-114.433,1890,3,65,425000
3,1.75,1820,22320,1,0,1250,570,1977,0,122045,52.8741,-114.15,2030,2,77,420000
3,2.5,2250,3757,2,0,2250,0,2006,0,122015,52.7087,-114.319,2250,1,77,395000
3,2,1660,8281,1,0,1660,0,1949,0,122016,52.7868,-114.572,1660,1,58,380000
3,1,800,2296,1,0,800,0,1908,0,122028,52.8846,-114.546,1480,1,75,370000
4,2.5,3090,18645,2,0,3090,0,1995,0,122018,52.5202,-114.532,3610,1,51,370000
3,1.5,1300,12240,1,0,1300,0,1963,0,122058,52.967,-114.433,2040,3,78,365000
4,2.5,3753,7204,2,0,3336,417,2008,0,122018,52.5311,-114.575,3494,2,57,363000
2,1,1270,3200,1,0,960,310,1920,0,122028,52.8865,-114.538,1410,2,80,355000
3,2.5,2400,9701,1,0,2400,0,1990,0,122018,52.5381,-114.582,2400,3,74,355000
2,1,1080,4000,1,0,1080,0,1940,0,122007,52.9202,-114.577,1530,2,53,345000
4,2,1480,3132,1,0,740,740,1910,0,122059,52.78,-114.502,1480,1,66,335000
3,2.75,1720,28000,1,0,1720,0,1958,0,122046,52.6675,-114.366,2000,2,74,326000
2,2.5,1050,1609,2,0,1050,0,2005,0,122054,52.8154,-114.503,1120,2,65,325000
3,2,1300,3731,1,0,900,400,1993,0,122051,52.7674,-114.46,1300,3,50,315000
3,1,1430,19901,1.5,0,1430,0,1927,0,122058,52.9858,-114.419,1780,2,55,310000
3,2.5,1680,11193,2,0,1680,0,1984,0,122046,52.6782,-114.315,2080,1,80,306000
3,1,1160,11776,1,0,1160,0,1968,0,122037,52.9727,-114.264,1160,2,74,305000
3,1,1390,9624,1.5,0,1390,0,1954,0,122014,53.0058,-114.491,1440,2,51,299000
2,1,800,6240,1,0,800,0,1954,0,122022,52.9557,-114.486,1530,1,79,285000
4,1,1450,6250,1,0,990,460,1964,0,122052,52.7431,-114.547,1440,2,78,277000
3,1.5,1430,8960,1,0,1430,0,1953,0,122031,52.7059,-114.539,1560,3,59,270000
3,1.75,1300,4127,1,0,650,650,1918,1953,122034,52.7653,-114.542,1420,2,59,270000
3,2.5,2495,4400,2,0,2495,0,2007,0,122039,52.518,-114.473,2434,2,60,267000
3,1.5,1430,9600,1,0,1430,0,1966,0,122015,52.7037,-114.34,1590,1,70,266200
2,1,1060,8187,1,0,1060,0,1952,0,122038,52.9808,-114.539,1260,3,58,254000
3,2,1480,7480,1,0,1480,0,1992,0,122024,52.5842,-114.245,1680,2,53,254000
3,2,1400,8640,1,0,1400,0,1968,0,122040,52.5482,-114.509,1270,1,59,253400
3,1.75,1300,7958,1,0,1300,0,1996,0,122023,52.5462,-114.384,1640,2,64,245100
3,2.5,2060,4030,2,0,2060,0,1999,0,122066,52.6209,-114.428,2060,1,74,244615
3,1.75,1310,9645,1,0,1310,0,1979,0,122043,52.6351,-114.48,1440,3,80,242000
4,2.25,1830,9485,1,0,1200,630,1989,0,122018,52.5295,-114.577,1730,1,67,236000
3,2,2030,24829,1,0,1220,810,1979,0,122039,52.5018,-114.481,1980,3,53,225000
3,2.5,1680,6755,2,0,1680,0,1994,0,122023,52.5593,-114.36,1860,2,65,225000
3,1.5,1560,7300,1,0,1040,520,1964,0,122039,52.5727,-114.471,1460,3,73,224000
3,1,1180,5002,1.5,0,1180,0,1946,0,122014,52.9829,-114.514,1470,2,77,220000
2,1,1320,8865,1,0,1320,0,1943,0,122056,52.7249,-114.49,1190,1,73,215000
3,1.75,1210,8075,1,0,1210,0,1983,0,122039,52.4966,-114.444,1310,1,62,215000
2,1.5,880,1157,2,0,880,0,2007,0,122064,52.7488,-114.566,1070,1,50,210000
2,2,1700,3171,1,0,850,850,1927,0,122072,52.5325,-114.414,1380,1,53,189000
2,2,1390,1302,2,0,1390,0,1986,0,122040,52.5389,-114.52,1390,3,69,186950
2,1,830,2699,1,0,830,0,1996,0,122024,52.6139,-114.228,1030,1,58,175000
3,1,1100,10125,1,0,1100,0,1969,0,122035,52.597,-114.297,1570,2,77,168500
2,1,740,9003,1,0,740,0,1949,0,122067,52.6517,-114.387,1230,1,76,157500
2,1,720,4222,1,0,720,0,1942,0,122053,52.7265,-114.376,860,3,69,151000
3,1,820,7680,1.5,0,820,0,1910,0,122034,52.758,-114.549,1470,1,80,150000
2,1,780,6685,1,0,780,0,1948,0,122072,52.535,-114.405,880,3,68,135000
3,1,1340,15600,1,0,1340,0,1978,0,122035,52.5524,-114.333,1320,2,58,124740
6,4.25,6980,15682,3,4,5330,1650,1999,0,122057,52.7852,-114.421,3930,3,50,3100000
4,3.25,4430,21000,2,0,4430,0,1952,2007,122071,52.8698,-114.427,3930,3,75,2750000
4,3.5,4730,13586,1.5,0,4270,460,1935,0,122047,52.8619,-114.478,3710,1,64,2450000
4,4.25,4960,6000,2.5,0,3680,1280,1909,2003,122061,52.8737,-114.546,2160,1,61,1430000
5,3.5,5960,13703,2,2,4770,1190,1984,0,122029,52.8451,-114.297,2810,2,57,1360000
4,3.5,4140,13392,2,0,4140,0,2000,0,122015,52.7561,-114.334,4140,3,63,950000
3,2.5,2770,9136,2,0,2770,0,1991,0,122027,52.7905,-114.305,2890,1,52,860000
4,2.25,2280,6660,1.5,2,1960,320,1940,1984,122003,52.8803,-114.558,1720,2,61,820000
5,3.25,2900,12160,1,0,1890,1010,1967,0,122049,52.8454,-114.358,2590,2,50,790000
5,3,2170,2440,1.5,0,1450,720,1911,0,122006,52.9024,-114.507,2070,2,75,750500
4,2.25,1960,8680,1,0,1290,670,1959,0,122048,52.8376,-114.382,2160,2,64,723000
3,2.5,2390,4555,2,0,2390,0,2006,0,122019,52.8499,-114.215,2540,3,77,695000
4,2.5,2920,9904,2,0,2920,0,1990,0,122011,52.8059,-114.185,1810,3,58,690000
3,1.75,1940,7313,1,1,1440,500,1960,0,122016,52.7539,-114.577,2160,2,56,685000
3,2.25,2330,4000,1.5,2,1520,810,1927,0,122006,52.9032,-114.48,1870,2,50,680000
4,2.75,2620,6707,2,0,2620,0,2000,0,122020,52.8265,-114.228,2590,3,77,672500
3,2.5,2620,21587,2,0,2620,0,1992,0,122045,52.8684,-114.149,2570,3,50,672000
4,2.75,3310,6166,2,0,3310,0,2008,0,122008,52.751,-114.067,3200,1,57,658000
3,2.5,2930,6050,2,0,2930,0,2008,0,122008,52.7451,-114.073,2760,3,52,650880
3,3.25,1730,1229,2,2,1320,410,2008,0,122003,52.8674,-114.559,1710,1,72,645000
4,1.75,1640,4240,1,0,920,720,1921,0,122007,52.9066,-114.558,1300,2,78,635200
4,2,2300,3400,1.5,0,1550,750,1915,0,122007,52.908,-114.551,1670,1,75,619000
4,2.5,2760,6850,2,0,2760,0,1999,0,122053,52.7646,-114.375,2640,3,73,602500
3,1.75,2930,19876,1,0,2030,900,1993,0,122021,52.9743,-114.36,2740,3,63,600000
3,2,1480,5000,1,0,750,730,1928,0,122007,52.9159,-114.56,1250,2,63,595000
4,2.5,2440,22594,2,0,2440,0,1996,0,122045,52.8633,-114.16,2560,3,77,565000
5,2,2450,9488,1,0,1240,1210,1900,1955,122038,52.9356,-114.53,1310,2,62,550000
3,1.5,2600,5085,1,0,1400,1200,1940,0,122064,52.7959,-114.566,1320,1,60,540000
3,2.5,1360,1016,3,0,1310,50,2003,0,122006,52.9074,-114.514,1365,3,66,535000
3,1,1590,6420,1,0,1590,0,1944,0,122016,52.7655,-114.582,1780,2,55,529000
5,2.5,2630,9216,2,0,2630,0,2003,0,122055,52.9679,-114.156,2020,1,66,525000
3,3,2600,5238,1.5,3,1890,710,1989,0,122043,52.5748,-114.517,2220,2,72,525000
3,1.5,2240,3800,2,0,1370,870,1929,0,122006,52.9187,-114.497,1690,3,62,510000
3,2,2590,54014,2,0,1980,610,1988,0,122024,52.6388,-114.245,3170,2,50,503000
4,1,1600,4300,1.5,0,1600,0,1916,0,122028,52.8948,-114.533,1610,3,63,485000
3,1,2110,7800,1,0,1110,1000,1924,0,122010,52.918,-114.358,1360,1,62,475300
6,2.5,4410,14034,1,2,2350,2060,1965,0,122040,52.5676,-114.514,2600,3,62,472000
4,2.25,2590,10002,1,0,1340,1250,1968,0,122058,52.9989,-114.456,1550,3,69,452000
4,2,2240,7725,1,0,1120,1120,1956,0,122034,52.7631,-114.555,1340,3,69,450000
4,2.75,2320,4344,2,0,2320,0,2012,0,122015,52.7162,-114.353,2310,3,58,449950
4,1.75,1990,4725,1.5,0,1190,800,1944,0,122064,52.7575,-114.57,1240,2,71,445000
2,1,1260,5000,1,0,1040,220,1951,0,122007,52.9082,-114.587,1510,2,65,436500
3,1.75,1950,52256,1,0,1950,0,1985,0,122035,52.5433,-114.268,2450,2,58,412000
3,2,1240,14404,1,0,1240,0,1988,0,122045,52.8914,-114.25,1350,3,50,405000
5,1.75,1880,10000,1,0,960,920,1963,0,122033,52.9482,-114.391,1580,1,64,405000
2,1,710,1173,2,0,710,0,1943,0,122013,52.8712,-114.519,1370,2,70,402000
4,1.5,1390,7200,1,0,1140,250,1965,0,122038,52.9524,-114.522,1630,1,57,400000
4,2.75,1240,3867,1,0,800,440,1987,0,122022,52.9457,-114.474,1150,1,51,400000
5,2,1930,9747,1,0,1020,910,1962,0,122058,53.0043,-114.425,2040,3,59,400000
4,2,1670,12056,1,0,1670,0,1955,0,122058,52.9718,-114.434,1860,1,78,400000
2,1,1320,1824,1.5,0,1320,0,1909,0,122054,52.815,-114.484,1320,1,80,395000
2,1,910,7000,1,0,910,0,1952,0,122006,52.9299,-114.495,1260,1,68,389000
2,1,810,4800,1,0,810,0,1919,0,122051,52.7914,-114.46,1040,1,65,367500
4,2.5,2040,22653,2,0,2040,0,2011,0,122056,52.7291,-114.489,2020,1,52,350000
4,1.75,1700,7800,1,0,1120,580,1981,0,122015,52.7101,-114.348,1560,2,75,349000
3,2.25,2270,8876,1,0,1380,890,1977,0,122046,52.6953,-114.366,2150,2,51,332000
3,1.5,1460,5040,1,0,1100,360,1971,0,122038,52.9412,-114.547,2330,1,50,329932
2,2.25,1000,905,3,0,1000,0,2006,0,122007,52.9142,-114.577,980,3,70,305000
2,1,900,423838,1,2,900,0,1925,0,122068,52.458,-114.278,1810,2,79,302000
2,1,820,3844,1,0,820,0,1916,0,122038,52.9349,-114.539,1520,1,64,300000
3,2.5,2080,9827,2,0,2080,0,1989,0,122018,52.5358,-114.584,2660,3,80,300000
4,2.5,2290,4539,2,0,2290,0,2001,0,122046,52.7053,-114.362,1710,3,76,295000
3,1.75,1590,4000,1,2,1090,500,1957,0,122070,52.6727,-114.464,1630,2,67,267500
4,1.75,1880,7632,1,0,1180,700,1978,0,122018,52.5368,-114.562,1840,3,50,266500
4,2.25,1720,9753,1,0,1120,600,1978,0,122018,52.5222,-114.561,1510,2,53,264950
3,1.5,1470,14821,1,0,1470,0,1958,0,122035,52.5958,-114.338,1760,1,57,264000
2,1,1500,4120,1.5,0,880,620,1928,0,122042,52.7157,-114.39,1300,2,69,262000
2,1,1110,26051,1,0,1110,0,1951,0,122056,52.7011,-114.481,2240,1,55,250000
3,1.5,1270,11600,1,0,1270,0,1964,0,122067,52.6375,-114.386,1380,3,61,246500
4,2,1530,6375,2,0,1530,0,1942,1983,122046,52.6992,-114.352,1500,2,63,231000
2,1,950,7560,1,0,950,0,1958,0,122046,52.6799,-114.366,1160,2,65,230000
3,1.75,1590,7617,2,0,1590,0,1986,0,122043,52.6119,-114.502,1490,2,61,210000
3,1,1250,6250,1,0,1030,220,1949,0,122059,52.7592,-114.513,1130,3,63,155000
3,1,1010,5490,1,0,1010,0,1954,0,122056,52.7062,-114.483,1740,2,75,145000
2,1,900,8580,1,0,900,0,1918,0,122056,52.7027,-114.46,2060,3,60,83000
4,3.5,5550,28078,2,2,3350,2200,2000,0,122071,52.8695,-114.424,2980,1,51,3710000
4,3.25,4140,20734,1,1,3300,840,1977,2005,122048,52.8644,-114.405,4020,3,71,2400000
5,3.5,4180,17935,2,0,4180,0,2004,0,122048,52.8173,-114.392,2950,1,54,1890000
6,2.75,5700,20000,1,4,2850,2850,1977,0,122027,52.7901,-114.35,3690,2,53,1390000
3,2.5,2090,6000,1.5,0,2090,0,1928,0,122004,52.8867,-114.471,2730,3,53,1370000
4,2.5,3150,13700,2,0,3150,0,1966,0,122057,52.7609,-114.414,3200,1,75,1260000
4,1.75,2500,92347,1,0,1500,1000,1970,0,122057,52.7645,-114.406,3750,3,80,950000
4,3.5,3760,5000,2,0,2860,900,2014,0,122007,52.9126,-114.584,1340,3,67,919204
3,2.25,3060,12095,2,0,3060,0,1983,0,122027,52.7911,-114.296,3060,3,66,860000
7,4.5,4290,37607,1.5,0,4290,0,1982,0,122012,52.7112,-114.223,2810,3,71,840000
3,2.5,2780,11964,2,0,2780,0,2009,0,122033,52.9427,-114.406,1760,2,50,825500
2,2.25,1730,31491,2,2,1730,0,1947,1988,122069,52.603,-114.654,1400,1,53,800000
3,1.75,1700,8400,1,0,1460,240,1947,0,122032,52.8834,-114.605,2010,1,64,750000
4,2.75,2600,4674,1,0,1560,1040,1976,0,122006,52.9082,-114.476,2600,2,65,750000
5,3.75,3990,18897,2,0,3090,900,1937,2010,122022,52.9528,-114.5,2080,2,53,740000
4,3,2840,4120,1.5,0,2060,780,1931,0,122051,52.7983,-114.473,1840,1,71,735000
4,1.75,3420,7200,1,3,1770,1650,1947,0,122022,52.9381,-114.467,2450,1,62,715000
